"KID","API_NUMBER","API_NUM_NODASH","LEASE","WELL","FIELD","LATITUDE","LONGITUDE","LONG_LAT_SOURCE","TOWNSHIP","TWN_DIR","RANGE","RANGE_DIR","SECTION","SPOT","FEET_NORTH","FEET_EAST","FOOT_REF","ORIG_OPERATOR","CURR_OPERATOR","ELEVATION","ELEV_REF","DEPTH","FORMATION_AT_TOTAL_DEPTH","PRODUCE_FORM","IP_OIL","IP_GAS","IP_WATER","PERMIT","SPUD","COMPLETION","PLUGGING","MODIFIED","OIL_KID","OIL_DOR_ID","GAS_KID","GAS_DOR_ID","KCC_PERMIT","STATUS","STATUS2","COMMENTS"
"1052118574","15-167-24115","15167241150000","BENDER B","21-1","STRECKER","38.7314744","-98.8826688","Calc. from footages","15","S","14","W","21"," SE NW NW SE","2055","-2279","SE","Russell Oil, Inc.","Russell Oil, Inc.","1809"," KB","3360","ARBUCKLE","ARBUCKLE, LANSING KANSAS CITY","","","","17-DEC-2021","21-JAN-2022","31-JAN-2022","30-JAN-2022","31-MAR-2022","","","","","","D&A","Plugged and Abandoned",""
"1052118573","15-167-24114","15167241140000","DRISCOLL UNIT","1","DRISCOLL","38.7134509","-98.586366","Calc. from footages","15","S","11","W","30"," SW NW SW SE","765","-2370","SE","Mai Oil Operations, Inc.","Mai Oil Operations, Inc.","1811"," KB","3385","ARBUCKLE","ARBUCKLE","","","","17-DEC-2021","03-JAN-2022","20-JAN-2022","","11-MAR-2022","1052141449","147948","","","","OIL","Producing",""
"1052623623","15-067-21471-0002","15067214710002","REED B","1","","37.4736559","-101.1060177","From GPS","30","S","35","W","1","  NW NW NW","4810","-4888","SE","Pantera Energy Company","Pantera Energy Company","3035"," KB","5709","","","","","","","03-JAN-2022","19-FEB-2022","","28-JUN-2022","","","","","","OTHER(WATER)","Producing",""
"1052130839","15-055-22548","15055225480000","FANSHER FARMS","2-6","UNNAMED","38.0809493","-100.8707954","Calc. from footages","23","S","32","W","6","  SE NW SE","1650","-1650","SE","Raydon Exploration, Inc.","Raydon Exploration, Inc.","2867"," KB","5000","","","","","","06-JAN-2022","15-JAN-2022","01-APR-2022","","13-MAY-2022","1052450469","148048","","","","OIL","Producing",""
"1052124024","15-063-22395","15063223950000","COBRA ROCK","2","","38.8559943","-100.164348","Calc. from footages","14","S","26","W","12"," W2 NW NE NW","4950","1572","SW","Palomino Petroleum, Inc.","Palomino Petroleum, Inc.","2443"," KB","4370","MISSISSIPPIAN","","","","","28-DEC-2021","18-JAN-2022","11-FEB-2022","","06-APR-2022","1052439774","148041","","","","OIL","Producing",""
"1052117355","15-119-21465","15119214650000","STOLTZFUS","5-3","MOHLER","37.1215111","-100.4676936","Calc. from footages","34","S","29","W","3"," SW NE SW NW","-1682","844","NW","O'Brien Energy Resources Corp.","O'Brien Energy Resources Corp.","2510"," KB","6250","","","","","","15-DEC-2021","24-JAN-2022","26-APR-2022","","20-SEP-2022","","","1052601182","234902","","GAS","Producing",""
"1052117356","15-075-20913","15075209130000","T. SPIKER","1-7","BRADSHAW","37.8960613","-101.7477069","Calc. from footages","25","S","40","W","7","    NE","-1320","-1320","NE","Plateau Operating Corporation","Plateau Operating Corporation","3429"," KB","2610","CHASE","MORROW","","","","15-DEC-2021","19-JAN-2022","24-JAN-2022","","29-MAR-2022","","","","","","GAS","Inactive Well",""
"1052117358","15-101-22663","15101226630000","BORELL I","1","","38.5303147","-100.3129024","Calc. from footages","17","S","27","W","33"," W2 NE NE SW","2310","2290","SW","Blue Goose Drilling Company, Inc.","Blue Goose Drilling Company, Inc.","2705"," KB","4666","","","","","","15-DEC-2021","07-JAN-2022","19-JAN-2022","19-JAN-2022","16-FEB-2022","","","","","","D&A","Plugged and Abandoned",""
"1052117360","15-135-26138","15135261380000","THE GREAT GATSBY","1","","38.3934066","-100.0698883","Calc. from footages","19","S","25","W","15"," NE SW SW SE","478","-2155","SE","Palomino Petroleum, Inc.","Palomino Petroleum, Inc.","2415"," KB","4555","MISSISSIPPIAN","MISSISSIPPIAN","","","","15-DEC-2021","29-JAN-2022","04-FEB-2022","04-FEB-2022","06-APR-2022","","","","","","D&A","Plugged and Abandoned",""
"1052094114","15-035-24751","15035247510000","ANSTINE JARBOE","1","WALDSCHMIDT","37.1053246","-96.8139552","Calc. from footages","34","S","6","E","7"," SW NW NW SE","2258","-2380","SE","Raney Oil Company, LLC","Raney Oil Company, LLC","1124"," KB","3215","","","","","","09-NOV-2021","23-JAN-2022","21-FEB-2022","","21-APR-2022","1052641156","148105","","","","OIL","Producing",""
"1052094115","15-141-20490","15141204900000","REGIER","2","","39.3137055","-98.7049827","Calc. from footages","8","S","12","W","31"," SE NE NE SW","2300","2330","SW","Bruce Oil Company, L.L.C.","Bruce Oil Company, L.L.C.","1773"," KB","3054","","","","","","09-NOV-2021","28-JAN-2022","08-MAR-2022","","20-JUL-2022","","","","","","OIL","Producing",""
"1052448668","15-007-24380-0001","15007243800001","LONG HEIRS","1","","37.1403954","-98.593093","Calc. from footages","33","S","12","W","26","   SW SE","660","-1980","SE","Briscoe Petroleum, LLC","Briscoe Petroleum, LLC","1552"," KB","5233","","","","","","","18-JAN-2022","21-JAN-2022","","11-OCT-2022","","","","","","GAS","Inactive Well",""
"1052111901","15-093-21994","15093219940000","MYRTLE","1-34","UNNAMED","38.0082138","-101.1560377","Calc. from footages","23","S","35","W","34"," NE SW NW SW","1974","396","SW","Merit Energy Company, LLC","Merit Energy Company, LLC","3020"," KB","5000","ST LOUIS","ST LOUIS","","","","07-DEC-2021","27-JAN-2022","18-FEB-2022","","11-APR-2022","","","","","","D&A","Inactive Well",""
"1052124027","15-193-21102","15193211020000","PEGGY SADDLER","1","North Randall Township","39.3396707","-100.8944864","Calc. from footages","8","S","32","W","21"," NW NE SW SE","1245","-1660","SE","Meridian Energy Inc.","Meridian Energy Inc.","3091"," KB","4670","MISSISSIPPIAN","","","","","28-DEC-2021","17-JAN-2022","30-JAN-2022","30-JAN-2022","30-MAR-2022","","","","","","D&A","Plugged and Abandoned",""
"1052406499","15-081-22185-0102","15081221850102","EMMA WARD","1","","37.663333","-101.0145307","Calc. from footages","27","S","34","W","35"," NE NW NW NW","-228","557","NW","Merit Energy Company, LLC","Merit Energy Company, LLC","3045"," KB","5535","","","","","","","06-JAN-2022","21-JAN-2022","","10-MAR-2022","","","","","","OIL","Producing",""
"1052406500","15-081-22193-0101","15081221930101","FLORA MEREDITH","2-10","","37.4480154","-100.9161239","Calc. from footages","30","S","33","W","10"," SE NE SE SW","848","2589","SW","Merit Energy Company, LLC","Merit Energy Company, LLC","3050"," KB","5721","","","","","","","28-JAN-2022","07-FEB-2022","","10-MAR-2022","","","","","","OIL","Producing",""
"1052406501","15-093-21978-0001","15093219780001","CARRIE","15-1","","38.0548589","-101.1445637","Calc. from footages","23","S","35","W","15"," SE SE SW NE","-2315","-1632","NE","Merit Energy Company, LLC","Merit Energy Company, LLC","3033"," KB","5000","","","","","","","08-JAN-2022","14-JAN-2022","","10-MAR-2022","","","","","","OIL","Producing",""
"1052406509","15-055-22540-0001","15055225400001","MCWILLIAMS E","10","","37.9490586","-100.9513901","Calc. from footages","24","S","33","W","21"," NW NW SE SW","1194","1403","SW","Merit Energy Company, LLC","Merit Energy Company, LLC","2928"," KB","5060","","","","","","","18-JAN-2022","26-JAN-2022","","10-MAR-2022","","","","","","OIL","Producing",""
"1052125470","15-135-26144","15135261440000","OLYMPUS","1","UNNAMED","38.361184","-100.1136972","Calc. from footages","19","S","25","W","32"," NE SE NW NW","-806","1049","NW","Palomino Petroleum, Inc.","Palomino Petroleum, Inc.","2539"," KB","4607","MISSISSIPPIAN","MISSISSIPPIAN","","","","30-DEC-2021","08-JAN-2022","27-JAN-2022","","06-APR-2022","1052420223","148013","","","","OIL","Producing",""
"1052124819","15-145-21869","15145218690000","BATCHMAN A","4","","38.3338134","-99.5713244","Calc. from footages","20","S","20","W","7"," SE NE NW NE","-345","-1585","NE","Mar-Lou Oil Co., LLC","Mar-Lou Oil Co., LLC","2231"," KB","4378","","","","","","29-DEC-2021","21-JAN-2022","27-JAN-2022","27-JAN-2022","18-FEB-2022","","","","","","D&A","Plugged and Abandoned",""
"1052127774","15-009-26331","15009263310000","AMES UNIT","16","AMES","38.4503107","-98.5135623","Calc. from footages","18","S","11","W","26"," E2 SE SW SW","330","1075","SW","RJM Company","RJM Company","1774"," KB","3336","ARBUCKLE","ARBUCKLE","","","","04-JAN-2022","11-JAN-2022","07-FEB-2022","","17-FEB-2022","","","","","","OIL","Producing",""
"1052127785","15-121-31669","15121316690000","KERN","17","PAOLA-RANTOUL","38.6555874","-94.7948875","From GPS","16","S","24","E","18","  SW NW SE","1913","-2166","SE","Somerset Energy Enterprises, LLC","Somerset Energy Enterprises, LLC","1060"," KB","760","","","","","","04-JAN-2022","28-JAN-2022","31-JAN-2022","","25-AUG-2022","","","","","","OIL","Producing",""
"1052095189","15-071-20897","15071208970000","MILLER","9C SWD","BRADSHAW","38.3262718","-101.6300712","From GPS","20","S","39","W","9"," E2 W2 NW SE","1980","-2290","SE","Brooks Range Corporation","Brooks Range Corporation","3531"," KB","6280","ARBUCKLE","ARBUCKLE","","","","12-NOV-2021","05-JAN-2022","26-FEB-2022","","28-JUN-2022","","","","","","SWD","Authorized Injection Well",""
"1052092861","15-121-31664","15121316640000","WARD","5","PAOLA-RANTOUL","38.6633786","-94.7946694","From GPS","16","S","24","E","18"," SE NW NW NE","4749","-2099","SE","TDR Construction, Inc.","TDR Construction, Inc.","1084"," KB","820","","","","","","04-NOV-2021","10-JAN-2022","15-JAN-2022","","06-OCT-2022","","","","","","OIL","Inactive Well",""
"1052075592","15-075-20907","15075209070000","SIMON","#1-18","BRADSHAW","37.8814925","-101.7569144","Calc. from footages","25","S","40","W","18","    NW","-1320","1320","NW","Plateau Operating Corporation","Plateau Operating Corporation","3484"," KB","2670","CHASE","MORROW","","","","01-OCT-2021","24-JAN-2022","30-JAN-2022","","05-APR-2022","","","","","","GAS","Inactive Well",""
"1052147230","15-167-24116","15167241160000","MICHAELIS","5","HALL-GURNEY","38.7873111","-98.777016","Calc. from footages","14","S","13","W","33"," NW NE SW SW","1248","974","SW","Vonfeldt, Alan J","Vonfeldt, Alan J","1710"," KB","3115","LANSING-KANSAS CITY","","","","","14-JAN-2022","17-JAN-2022","18-FEB-2022","","25-FEB-2022","","","","","","OIL","Producing",""
"1052147227","15-083-21999","15083219990000","TAKE IT EASY","1","ARMSTRONG SOUTH","38.1223227","-99.8282148","Calc. from footages","22","S","23","W","22"," SE NW NE SE","2076","-884","SE","Palomino Petroleum, Inc.","Palomino Petroleum, Inc.","2315"," KB","4664","MISSISSIPPIAN","MISSISSIPPIAN","","","","14-JAN-2022","24-JAN-2022","15-MAR-2022","","22-APR-2022","","","","","","OIL","Inactive Well",""
"1052093934","15-035-24750","15035247500000","JONES 1","1B","CABIN VALLEY","37.1342387","-96.8119278","Calc. from footages","33","S","6","E","31"," SW NE NW SE","2262","-1724","SE","Raney Oil Company, LLC","Raney Oil Company, LLC","1207"," KB","3277","","","","","","09-NOV-2021","12-JAN-2022","30-JAN-2022","","22-APR-2022","1052673505","148130","","","","OIL","Producing",""
"1052128576","15-135-26145","15135261450000","A NEW HOPE","1","","38.6065919","-99.9956134","Calc. from footages","17","S","24","W","5"," NE SW NE NE","-903","-971","NE","Palomino Petroleum, Inc.","Palomino Petroleum, Inc.","2460"," KB","4575","MISSISSIPPIAN","MISSISSIPPIAN","","","","05-JAN-2022","18-JAN-2022","25-JAN-2022","25-JAN-2022","06-APR-2022","","","","","","D&A","Plugged and Abandoned",""
"1052128577","15-151-22539","15151225390000","ANDREA","#1","UNNAMED","37.4857807","-98.9881542","Calc. from footages","29","S","15","W","29","  SW SE SW","330","1650","SW","Griffin, Charles N.","Griffin, Charles N.","2032"," KB","4862","SIMPSON","","","","","05-JAN-2022","12-JAN-2022","25-JAN-2022","","08-APR-2022","1052266919","147973","","","","OIL","Producing",""
"1052121391","15-135-26141","15135261410000","BORGER 'I'","1","SCHABEN","38.3747251","-99.706175","Calc. from footages","19","S","22","W","25"," SW SE NE NW","-1300","2245","NW","Pickrell Drilling Company, Inc.","Pickrell Drilling Company, Inc.","2287"," KB","4500","MISSISSIPPIAN","MISSISSIPPIAN","","","","21-DEC-2021","17-JAN-2022","24-JAN-2022","25-JAN-2022","10-JUN-2022","","","","","","D&A","Plugged and Abandoned",""
"1052431870","15-081-21890-0001","15081218900001","STEVENS C","3","","37.4430453","-100.7772121","Calc. from footages","30","S","32","W","13","  S2 NW NW","-990","660","NW","Merit Energy Company, LLC","Merit Energy Company, LLC","2875"," KB","5755","","","","","","","31-JAN-2022","04-FEB-2022","","07-APR-2022","","","","","","O&G","Inactive Well",""
